Machine_ID,Machine_Type,Failure_Prob,Health_Score,Risk_Tier,Scenario_Name,Maintenance_Start_Hour,Maintenance_Planned,Delay_Hours,Expected_Downtime_Hours,Expected_Maintenance_Cost,Expected_Downtime_Cost,Expected_Production_Loss,Expected_Total_Cost,Decision,Decision_Reason
MCH-064,Hydraulic Press,0.009,99.1,Healthy,Preventive Now,0,1,0,32.99,18256.6,96514.76,10246.21,115185.91,Delay,"Low failure risk (p=0.01); delay saves ₹110,262 with only 32.4h extra expected downtime."
MCH-064,Hydraulic Press,0.009,99.1,Healthy,Delay 72h,72,0,72,0.59,427.17,1732.59,183.94,4923.41,Delay,"Low failure risk (p=0.01); delay saves ₹110,262 with only 32.4h extra expected downtime."
MCH-065,Lathe,0.005,99.5,Healthy,Preventive Now,0,1,0,6.41,10458.21,16331.4,1626.07,27032.45,Delay,"Low failure risk (p=0.01); delay saves ₹25,029 with only 6.3h extra expected downtime."
MCH-065,Lathe,0.005,99.5,Healthy,Delay 72h,72,0,72,0.06,221.22,163.07,16.24,2003.19,Delay,"Low failure risk (p=0.01); delay saves ₹25,029 with only 6.3h extra expected downtime."
MCH-066,Welding Unit,0.007,99.3,Healthy,Preventive Now,0,1,0,7.01,13844.87,14740.62,1977.77,28775.02,Delay,"Low failure risk (p=0.01); delay saves ₹26,685 with only 6.9h extra expected downtime."
MCH-066,Welding Unit,0.007,99.3,Healthy,Delay 72h,72,0,72,0.1,620.13,205.94,27.63,2089.6,Delay,"Low failure risk (p=0.01); delay saves ₹26,685 with only 6.9h extra expected downtime."
MCH-067,Hydraulic Press,0.98,2.0,Critical,Preventive Now,0,1,0,44.64,11219.04,99536.03,13865.95,152938.33,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹336,422 and 23.0h downtime."
MCH-067,Hydraulic Press,0.98,2.0,Critical,Delay 72h,72,0,72,67.62,57372.63,150765.55,21002.52,489359.92,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹336,422 and 23.0h downtime."
MCH-068,CNC Mill,0.006,99.4,Healthy,Preventive Now,0,1,0,18.53,22484.15,24818.87,5835.47,47500.89,Delay,"Low failure risk (p=0.01); delay saves ₹45,501 with only 18.3h extra expected downtime."
MCH-068,CNC Mill,0.006,99.4,Healthy,Delay 72h,72,0,72,0.22,383.79,297.29,69.9,2000.2,Delay,"Low failure risk (p=0.01); delay saves ₹45,501 with only 18.3h extra expected downtime."
MCH-069,CNC Mill,0.006,99.4,Healthy,Preventive Now,0,1,0,44.58,9782.41,123770.41,14036.66,133821.35,Delay,"Low failure risk (p=0.01); delay saves ₹130,053 with only 44.0h extra expected downtime."
MCH-069,CNC Mill,0.006,99.4,Healthy,Delay 72h,72,0,72,0.53,495.4,1482.58,168.14,3768.21,Delay,"Low failure risk (p=0.01); delay saves ₹130,053 with only 44.0h extra expected downtime."
MCH-070,CNC Mill,0.025,97.5,Healthy,Preventive Now,0,1,0,25.39,18859.04,42306.71,7994.08,61860.45,Delay,"Low failure risk (p=0.03); delay saves ₹53,340 with only 24.1h extra expected downtime."
MCH-070,CNC Mill,0.025,97.5,Healthy,Delay 72h,72,0,72,1.26,1789.83,2099.59,396.73,8520.8,Delay,"Low failure risk (p=0.03); delay saves ₹53,340 with only 24.1h extra expected downtime."
MCH-071,Welding Unit,0.983,1.7,Critical,Preventive Now,0,1,0,27.97,21061.92,70433.09,7886.01,128411.29,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹302,171 and 14.5h downtime."
MCH-071,Welding Unit,0.983,1.7,Critical,Delay 72h,72,0,72,42.47,77538.21,106936.02,11973.04,430582.76,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹302,171 and 14.5h downtime."
MCH-072,Welding Unit,0.012,98.8,Healthy,Preventive Now,0,1,0,28.5,22043.43,14955.98,8036.12,37437.09,Delay,"Low failure risk (p=0.01); delay saves ₹33,797 with only 27.8h extra expected downtime."
MCH-072,Welding Unit,0.012,98.8,Healthy,Delay 72h,72,0,72,0.68,364.84,357.66,192.17,3640.35,Delay,"Low failure risk (p=0.01); delay saves ₹33,797 with only 27.8h extra expected downtime."
MCH-073,CNC Mill,0.984,1.6,Critical,Preventive Now,0,1,0,25.64,10420.83,53298.95,8074.67,132366.1,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹461,783 and 13.3h downtime."
MCH-073,CNC Mill,0.984,1.6,Critical,Delay 72h,72,0,72,38.97,55521.7,80985.43,12269.11,594149.3,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹461,783 and 13.3h downtime."
MCH-074,Welding Unit,0.007,99.3,Healthy,Preventive Now,0,1,0,15.53,24580.26,18798.27,4379.35,43575.49,Delay,"Low failure risk (p=0.01); delay saves ₹41,706 with only 15.3h extra expected downtime."
MCH-074,Welding Unit,0.007,99.3,Healthy,Delay 72h,72,0,72,0.22,293.63,262.62,61.18,1869.3,Delay,"Low failure risk (p=0.01); delay saves ₹41,706 with only 15.3h extra expected downtime."
MCH-075,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,11.72,10962.84,13064.01,3303.73,24160.65,Delay,"Low failure risk (p=0.01); delay saves ₹22,734 with only 11.6h extra expected downtime."
MCH-075,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.12,404.26,130.44,32.99,1426.68,Delay,"Low failure risk (p=0.01); delay saves ₹22,734 with only 11.6h extra expected downtime."
MCH-076,Lathe,0.991,0.9,Critical,Preventive Now,0,1,0,42.55,12450.41,109723.57,10795.02,145199.48,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹211,685 and 22.5h downtime."
MCH-076,Lathe,0.991,0.9,Critical,Delay 72h,72,0,72,65.01,35746.77,167634.4,16492.5,356884.51,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹211,685 and 22.5h downtime."
MCH-077,CNC Mill,0.006,99.4,Healthy,Preventive Now,0,1,0,20.34,23045.2,20856.95,6403.24,44156.39,Delay,"Low failure risk (p=0.01); delay saves ₹41,910 with only 20.1h extra expected downtime."
MCH-077,CNC Mill,0.006,99.4,Healthy,Delay 72h,72,0,72,0.24,301.82,249.83,76.7,2246.54,Delay,"Low failure risk (p=0.01); delay saves ₹41,910 with only 20.1h extra expected downtime."
MCH-078,CNC Mill,0.007,99.3,Healthy,Preventive Now,0,1,0,31.47,14329.95,57183.68,9907.49,71954.22,Delay,"Low failure risk (p=0.01); delay saves ₹67,936 with only 31.0h extra expected downtime."
MCH-078,CNC Mill,0.007,99.3,Healthy,Delay 72h,72,0,72,0.44,281.97,798.89,138.41,4018.13,Delay,"Low failure risk (p=0.01); delay saves ₹67,936 with only 31.0h extra expected downtime."
MCH-079,Hydraulic Press,0.006,99.4,Healthy,Preventive Now,0,1,0,9.82,15373.21,7817.1,3049.32,23598.09,Delay,"Low failure risk (p=0.01); delay saves ₹20,350 with only 9.7h extra expected downtime."
MCH-079,Hydraulic Press,0.006,99.4,Healthy,Delay 72h,72,0,72,0.12,435.94,93.64,36.53,3248.11,Delay,"Low failure risk (p=0.01); delay saves ₹20,350 with only 9.7h extra expected downtime."
MCH-080,Lathe,0.016,98.4,Healthy,Preventive Now,0,1,0,23.01,11223.9,51447.42,5837.46,63216.55,Delay,"Low failure risk (p=0.02); delay saves ₹56,952 with only 22.3h extra expected downtime."
MCH-080,Lathe,0.016,98.4,Healthy,Delay 72h,72,0,72,0.73,991.25,1638.45,185.91,6264.6,Delay,"Low failure risk (p=0.02); delay saves ₹56,952 with only 22.3h extra expected downtime."
MCH-081,Conveyor,0.991,0.9,Critical,Preventive Now,0,1,0,53.97,18814.43,129938.52,19507.63,198540.35,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹416,388 and 28.5h downtime."
MCH-081,Conveyor,0.991,0.9,Critical,Delay 72h,72,0,72,82.45,84493.47,198518.58,29803.53,614928.03,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹416,388 and 28.5h downtime."
MCH-082,Lathe,0.019,98.1,Healthy,Preventive Now,0,1,0,16.39,13001.11,18326.13,4158.77,32329.82,Delay,"Low failure risk (p=0.02); delay saves ₹24,214 with only 15.8h extra expected downtime."
MCH-082,Lathe,0.019,98.1,Healthy,Delay 72h,72,0,72,0.62,739.37,692.45,157.14,8115.7,Delay,"Low failure risk (p=0.02); delay saves ₹24,214 with only 15.8h extra expected downtime."
MCH-083,Lathe,0.989,1.1,Critical,Preventive Now,0,1,0,46.68,10149.8,91504.96,11842.71,145506.46,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹346,252 and 24.5h downtime."
MCH-083,Lathe,0.989,1.1,Critical,Delay 72h,72,0,72,71.21,59830.71,139582.63,18065.0,491758.04,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹346,252 and 24.5h downtime."
MCH-084,Conveyor,0.006,99.4,Healthy,Preventive Now,0,1,0,21.14,21339.31,43062.72,7640.72,64552.3,Delay,"Low failure risk (p=0.01); delay saves ₹62,570 with only 20.9h extra expected downtime."
MCH-084,Conveyor,0.006,99.4,Healthy,Delay 72h,72,0,72,0.25,464.76,515.82,91.52,1982.42,Delay,"Low failure risk (p=0.01); delay saves ₹62,570 with only 20.9h extra expected downtime."
MCH-085,Hydraulic Press,0.012,98.8,Healthy,Preventive Now,0,1,0,11.94,23001.18,17145.98,3709.4,40700.76,Delay,"Low failure risk (p=0.01); delay saves ₹35,699 with only 11.7h extra expected downtime."
MCH-085,Hydraulic Press,0.012,98.8,Healthy,Delay 72h,72,0,72,0.29,900.82,410.03,88.71,5001.53,Delay,"Low failure risk (p=0.01); delay saves ₹35,699 with only 11.7h extra expected downtime."
MCH-086,Conveyor,0.985,1.5,Critical,Preventive Now,0,1,0,32.13,20112.28,54883.02,11613.41,146255.24,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹472,874 and 16.7h downtime."
MCH-086,Conveyor,0.985,1.5,Critical,Delay 72h,72,0,72,48.86,60605.61,83457.77,17659.91,619129.63,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹472,874 and 16.7h downtime."
MCH-087,Conveyor,0.007,99.3,Healthy,Preventive Now,0,1,0,13.13,17880.17,32511.07,4745.18,50769.13,Delay,"Low failure risk (p=0.01); delay saves ₹47,318 with only 12.9h extra expected downtime."
MCH-087,Conveyor,0.007,99.3,Healthy,Delay 72h,72,0,72,0.18,478.0,454.2,66.29,3451.47,Delay,"Low failure risk (p=0.01); delay saves ₹47,318 with only 12.9h extra expected downtime."
MCH-088,CNC Mill,0.006,99.4,Healthy,Preventive Now,0,1,0,22.74,23213.04,24695.66,7160.28,48077.4,Delay,"Low failure risk (p=0.01); delay saves ₹46,314 with only 22.5h extra expected downtime."
MCH-088,CNC Mill,0.006,99.4,Healthy,Delay 72h,72,0,72,0.27,342.75,295.82,85.77,1763.19,Delay,"Low failure risk (p=0.01); delay saves ₹46,314 with only 22.5h extra expected downtime."
MCH-089,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,7.71,14410.41,20096.92,2174.25,34658.68,Delay,"Low failure risk (p=0.01); delay saves ₹33,252 with only 7.6h extra expected downtime."
MCH-089,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.08,197.16,200.67,21.71,1406.89,Delay,"Low failure risk (p=0.01); delay saves ₹33,252 with only 7.6h extra expected downtime."
MCH-090,Conveyor,0.991,0.9,Critical,Preventive Now,0,1,0,7.52,20777.59,13521.62,2719.81,62850.56,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹195,424 and 4.0h downtime."
MCH-090,Conveyor,0.991,0.9,Critical,Delay 72h,72,0,72,11.5,47273.55,20658.17,4155.3,258274.11,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹195,424 and 4.0h downtime."
MCH-091,Welding Unit,0.911,8.9,Critical,Preventive Now,0,1,0,25.72,16708.46,41870.15,7251.86,95884.37,Preventive Now,"High failure risk (p=0.91) makes delay expensive; PM now saves ₹258,450 and 11.1h downtime."
MCH-091,Welding Unit,0.911,8.9,Critical,Delay 72h,72,0,72,36.8,45716.2,59913.15,10376.88,354334.42,Preventive Now,"High failure risk (p=0.91) makes delay expensive; PM now saves ₹258,450 and 11.1h downtime."
MCH-092,Hydraulic Press,0.006,99.4,Healthy,Preventive Now,0,1,0,15.73,16458.23,8836.14,4885.14,25543.37,Delay,"Low failure risk (p=0.01); delay saves ₹23,499 with only 15.5h extra expected downtime."
MCH-092,Hydraulic Press,0.006,99.4,Healthy,Delay 72h,72,0,72,0.19,278.29,105.84,58.52,2044.18,Delay,"Low failure risk (p=0.01); delay saves ₹23,499 with only 15.5h extra expected downtime."
MCH-093,Lathe,0.007,99.3,Healthy,Preventive Now,0,1,0,28.16,9290.1,34812.7,7143.75,44418.54,Delay,"Low failure risk (p=0.01); delay saves ₹41,239 with only 27.8h extra expected downtime."
MCH-093,Lathe,0.007,99.3,Healthy,Delay 72h,72,0,72,0.39,588.62,486.36,99.8,3179.92,Delay,"Low failure risk (p=0.01); delay saves ₹41,239 with only 27.8h extra expected downtime."
MCH-094,CNC Mill,0.009,99.1,Healthy,Preventive Now,0,1,0,19.95,9328.7,21337.52,6282.71,30865.26,Delay,"Low failure risk (p=0.01); delay saves ₹28,736 with only 19.6h extra expected downtime."
MCH-094,CNC Mill,0.009,99.1,Healthy,Delay 72h,72,0,72,0.36,419.27,383.04,112.78,2129.23,Delay,"Low failure risk (p=0.01); delay saves ₹28,736 with only 19.6h extra expected downtime."
MCH-095,Hydraulic Press,0.006,99.4,Healthy,Preventive Now,0,1,0,36.87,17282.44,80654.85,11450.52,98117.3,Delay,"Low failure risk (p=0.01); delay saves ₹95,651 with only 36.4h extra expected downtime."
MCH-095,Hydraulic Press,0.006,99.4,Healthy,Delay 72h,72,0,72,0.44,300.15,966.12,137.16,2466.33,Delay,"Low failure risk (p=0.01); delay saves ₹95,651 with only 36.4h extra expected downtime."
MCH-096,Conveyor,0.008,99.2,Healthy,Preventive Now,0,1,0,10.12,21064.21,9887.43,3659.6,31361.58,Delay,"Low failure risk (p=0.01); delay saves ₹27,825 with only 10.0h extra expected downtime."
MCH-096,Conveyor,0.008,99.2,Healthy,Delay 72h,72,0,72,0.16,645.82,157.82,58.41,3536.54,Delay,"Low failure risk (p=0.01); delay saves ₹27,825 with only 10.0h extra expected downtime."
MCH-097,Lathe,0.991,0.9,Critical,Preventive Now,0,1,0,49.17,22534.99,91344.19,12473.51,144271.29,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹270,212 and 26.0h downtime."
MCH-097,Lathe,0.991,0.9,Critical,Delay 72h,72,0,72,75.12,72314.38,139554.6,19056.89,414483.07,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹270,212 and 26.0h downtime."
MCH-098,Conveyor,0.99,1.0,Critical,Preventive Now,0,1,0,52.14,12791.37,156006.82,18846.76,239829.6,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹522,163 and 27.5h downtime."
MCH-098,Conveyor,0.99,1.0,Critical,Delay 72h,72,0,72,79.6,50289.96,238159.99,28771.46,761992.69,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹522,163 and 27.5h downtime."
MCH-099,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,45.97,20882.7,98154.07,12960.77,119408.55,Delay,"Low failure risk (p=0.01); delay saves ₹115,796 with only 45.5h extra expected downtime."
MCH-099,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.46,153.57,980.07,129.41,3612.19,Delay,"Low failure risk (p=0.01); delay saves ₹115,796 with only 45.5h extra expected downtime."
MCH-100,Lathe,0.953,4.7,Critical,Preventive Now,0,1,0,18.39,22712.92,42446.61,4665.01,91455.18,Preventive Now,"High failure risk (p=0.95) makes delay expensive; PM now saves ₹188,368 and 8.9h downtime."
MCH-100,Lathe,0.953,4.7,Critical,Delay 72h,72,0,72,27.26,41602.94,62915.65,6914.61,279822.95,Preventive Now,"High failure risk (p=0.95) makes delay expensive; PM now saves ₹188,368 and 8.9h downtime."
MCH-101,Hydraulic Press,0.009,99.1,Healthy,Preventive Now,0,1,0,19.05,17979.06,31850.92,5917.26,50404.75,Delay,"Low failure risk (p=0.01); delay saves ₹45,433 with only 18.7h extra expected downtime."
MCH-101,Hydraulic Press,0.009,99.1,Healthy,Delay 72h,72,0,72,0.34,568.41,571.77,106.22,4972.02,Delay,"Low failure risk (p=0.01); delay saves ₹45,433 with only 18.7h extra expected downtime."
MCH-102,Lathe,0.009,99.1,Healthy,Preventive Now,0,1,0,22.46,9459.89,35307.43,5698.07,45410.96,Delay,"Low failure risk (p=0.01); delay saves ₹39,759 with only 22.1h extra expected downtime."
MCH-102,Lathe,0.009,99.1,Healthy,Delay 72h,72,0,72,0.4,726.73,633.82,102.29,5651.5,Delay,"Low failure risk (p=0.01); delay saves ₹39,759 with only 22.1h extra expected downtime."
MCH-103,Lathe,0.006,99.4,Healthy,Preventive Now,0,1,0,42.48,15457.57,24434.93,10775.96,40032.52,Delay,"Low failure risk (p=0.01); delay saves ₹38,319 with only 42.0h extra expected downtime."
MCH-103,Lathe,0.006,99.4,Healthy,Delay 72h,72,0,72,0.51,487.06,292.69,129.08,1713.23,Delay,"Low failure risk (p=0.01); delay saves ₹38,319 with only 42.0h extra expected downtime."
MCH-104,Hydraulic Press,0.992,0.8,Critical,Preventive Now,0,1,0,25.43,13194.72,44494.96,7899.38,111784.32,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹390,553 and 13.5h downtime."
MCH-104,Hydraulic Press,0.992,0.8,Critical,Delay 72h,72,0,72,38.89,73674.15,68031.76,12077.97,502336.85,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹390,553 and 13.5h downtime."
MCH-105,Hydraulic Press,0.99,1.0,Critical,Preventive Now,0,1,0,44.62,11833.34,106258.03,13857.81,178254.16,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹440,032 and 23.5h downtime."
MCH-105,Hydraulic Press,0.99,1.0,Critical,Delay 72h,72,0,72,68.11,54987.73,162213.5,21155.33,618286.49,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹440,032 and 23.5h downtime."
MCH-106,Conveyor,0.992,0.8,Critical,Preventive Now,0,1,0,13.11,13093.83,25149.17,4737.32,55040.08,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹160,089 and 6.9h downtime."
MCH-106,Conveyor,0.992,0.8,Critical,Delay 72h,72,0,72,20.04,64695.57,38452.49,7243.25,215128.59,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹160,089 and 6.9h downtime."
MCH-107,Welding Unit,0.007,99.3,Healthy,Preventive Now,0,1,0,44.29,24613.14,85063.47,12488.22,110117.26,Delay,"Low failure risk (p=0.01); delay saves ₹105,364 with only 43.7h extra expected downtime."
MCH-107,Welding Unit,0.007,99.3,Healthy,Delay 72h,72,0,72,0.62,627.59,1188.39,174.47,4753.59,Delay,"Low failure risk (p=0.01); delay saves ₹105,364 with only 43.7h extra expected downtime."
MCH-108,Welding Unit,0.006,99.4,Healthy,Preventive Now,0,1,0,6.81,17755.94,9900.23,1920.69,28087.7,Delay,"Low failure risk (p=0.01); delay saves ₹24,772 with only 6.7h extra expected downtime."
MCH-108,Welding Unit,0.006,99.4,Healthy,Delay 72h,72,0,72,0.08,320.72,118.59,23.01,3316.17,Delay,"Low failure risk (p=0.01); delay saves ₹24,772 with only 6.7h extra expected downtime."
MCH-109,Welding Unit,0.006,99.4,Healthy,Preventive Now,0,1,0,32.16,14569.38,42515.8,9066.79,57521.48,Delay,"Low failure risk (p=0.01); delay saves ₹53,753 with only 31.8h extra expected downtime."
MCH-109,Welding Unit,0.006,99.4,Healthy,Delay 72h,72,0,72,0.39,350.92,509.27,108.61,3768.84,Delay,"Low failure risk (p=0.01); delay saves ₹53,753 with only 31.8h extra expected downtime."
MCH-110,Lathe,0.007,99.3,Healthy,Preventive Now,0,1,0,40.48,13178.97,88548.85,10270.73,101907.42,Delay,"Low failure risk (p=0.01); delay saves ₹99,191 with only 39.9h extra expected downtime."
MCH-110,Lathe,0.007,99.3,Healthy,Delay 72h,72,0,72,0.57,282.0,1237.09,143.49,2716.46,Delay,"Low failure risk (p=0.01); delay saves ₹99,191 with only 39.9h extra expected downtime."
MCH-111,Lathe,0.005,99.5,Healthy,Preventive Now,0,1,0,21.03,18257.19,20978.92,5335.55,39584.51,Delay,"Low failure risk (p=0.01); delay saves ₹36,894 with only 20.8h extra expected downtime."
MCH-111,Lathe,0.005,99.5,Healthy,Delay 72h,72,0,72,0.21,158.05,209.47,53.28,2690.22,Delay,"Low failure risk (p=0.01); delay saves ₹36,894 with only 20.8h extra expected downtime."
MCH-112,Conveyor,0.986,1.4,Critical,Preventive Now,0,1,0,26.18,11500.17,47402.95,9461.5,100591.03,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹296,270 and 13.7h downtime."
MCH-112,Conveyor,0.986,1.4,Critical,Delay 72h,72,0,72,39.83,46801.8,72139.7,14398.89,396860.85,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹296,270 and 13.7h downtime."
MCH-113,Welding Unit,0.007,99.3,Healthy,Preventive Now,0,1,0,47.6,8187.8,132066.93,13420.6,140524.0,Delay,"Low failure risk (p=0.01); delay saves ₹136,537 with only 46.9h extra expected downtime."
MCH-113,Welding Unit,0.007,99.3,Healthy,Delay 72h,72,0,72,0.67,347.24,1845.06,187.49,3987.4,Delay,"Low failure risk (p=0.01); delay saves ₹136,537 with only 46.9h extra expected downtime."
MCH-114,Conveyor,0.005,99.5,Healthy,Preventive Now,0,1,0,43.87,10195.34,103429.18,15856.08,113816.22,Delay,"Low failure risk (p=0.01); delay saves ₹111,230 with only 43.4h extra expected downtime."
MCH-114,Conveyor,0.005,99.5,Healthy,Delay 72h,72,0,72,0.44,275.52,1032.74,158.32,2586.25,Delay,"Low failure risk (p=0.01); delay saves ₹111,230 with only 43.4h extra expected downtime."
MCH-115,CNC Mill,0.991,0.9,Critical,Preventive Now,0,1,0,43.2,11510.15,55053.76,13602.15,130061.01,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹458,850 and 22.8h downtime."
